"","pwsid","total_violations","dist_enf","dist_vio_type","diff_days_max"
"825","AR0000436",4,8,1,91
"826","AR0000438",2,9,2,30
"827","AR0000439",6,11,1,91
"828","AR0000440",1,5,1,89
"829","AR0000441",4,10,1,91
"830","AR0000448",4,10,1,978
"831","AR0000449",8,19,1,91
"832","AR0000459",2,7,1,91
"833","AR0000460",1,3,1,89
"834","AR0000475",1,3,1,27
"835","AR0000476",1,4,1,29
"836","AR0000485",1,7,1,91
"837","AR0000488",4,15,1,2166
"838","AR0000497",1,4,1,2044
"839","AR0000505",14,19,1,91
"840","AR0000506",13,24,1,3109
"841","AR0000508",8,24,2,2805
"842","AR0000509",6,17,2,2500
"843","AR0000513",7,21,1,91
"844","AR0000516",2,7,1,2989
"845","AR0000517",1,3,1,30
"846","AR0000518",20,45,1,2805
"847","AR0000519",4,7,2,2866
"848","AR0000526",1,4,1,90
"849","AR0000529",3,11,1,2592
"850","AR0000530",2,3,1,1070
"851","AR0000531",1,3,1,30
"852","AR0000535",5,13,1,91
"853","AR0000539",3,9,1,30
"854","AR0000540",16,15,1,2500
"855","AR0000544",3,11,1,91
"856","AR0000546",11,21,1,91
"857","AR0000550",3,6,1,91
"858","AR0000552",2,8,1,2135
"859","AR0000553",1,3,1,29
"860","AR0000555",1,4,1,30
"861","AR0000557",24,25,1,91
"862","AR0000559",4,11,2,91
"863","AR0000562",1,4,1,90
"864","AR0000566",5,7,1,91
"865","AR0000572",2,9,2,90
"866","AR0000573",3,12,1,91
"867","AR0000574",11,20,1,91
"868","AR0000580",6,10,3,30
"869","AR0000583",8,12,1,1648
"870","AR0000585",1,2,1,29
"871","AR0000596",3,12,2,1617
"872","AR0000600",10,18,1,91
"873","AR0000601",2,7,1,30
"874","AR0000602",6,16,1,91
"875","AR0000603",20,28,2,91
"876","AR0000604",3,10,1,91
"877","AR0000616",13,18,1,91
"878","AR0000618",1,3,1,30
"879","AR0000620",6,14,1,2866
"880","AR0000623",3,12,2,2227
"881","AR0000625",12,15,1,2135
"882","AR0000637",2,5,1,1893
"883","AR0000638",9,21,1,91
"884","AR0000639",1,5,1,613
"885","AR0000640",5,9,1,91
"886","AR0000642",7,20,3,1862
"887","AR0000650",4,11,2,3078
"888","AR0000653",9,23,1,91
"889","AR0000654",8,9,1,91
"890","AR0000658",6,11,3,90
"891","AR0000660",7,19,1,91
"892","AR0000661",12,26,2,91
"893","AR0000669",19,19,2,1070
"894","AR0000681",4,7,1,674
"895","AR0000685",21,29,1,2989
"896","AR0000696",1,4,1,89
"897","AR0000697",7,13,2,91
"898","AR0000701",7,9,1,1375
"899","AR0000709",3,5,2,90
"900","AR0000715",14,23,2,521
"901","AR0000718",8,19,3,2347
"902","AR0000737",2,8,1,91
"903","AR0000747",16,15,2,583
"904","AR0000753",4,7,1,91
"905","AR0000755",1,3,1,30
"906","AR0000765",8,19,1,91
"907","AR0000770",3,7,1,91
"908","AR0000773",29,35,1,91
"909","AR0000781",1,3,1,30
"910","AR0000782",8,22,1,91
"911","AR0000783",1,3,1,91
"912","AR0000787",15,29,2,91
"913","AR0000793",1,3,1,30
"914","AR0000796",3,7,1,30
"915","AR0000803",1,6,1,29
"916","AR0000805",19,29,2,91
"917","AR0000806",2,3,1,2836
"918","AR0000808",1,3,1,1344
"919","AR0000809",7,20,1,91
"920","AR0000813",1,2,1,1954
"921","AR0000815",2,6,2,1070
"922","AR0000822",19,16,1,91
"923","AR0000824",4,7,1,613
"924","AR0000844",2,5,1,1039
"925","AR0000846",13,17,1,91
"926","AR0000851",2,10,2,91
"927","AR0000856",1,3,1,29
"928","AR0000867",2,6,1,30
"929","AR0000871",4,12,2,91
"930","AR0000882",2,8,2,30
"931","AR0000883",17,25,2,91
"932","AR0000884",27,52,6,2653
"933","AR0000885",3,11,1,91
"934","AR0000887",22,39,1,91
"935","AR0000889",25,41,1,91
"936","AR0000890",1,3,1,30
"937","AR0000932",8,18,2,583
"938","AR0000945",1,4,1,27
"939","AR0000951",26,40,5,371
"940","AR0000978",10,24,1,91
"941","AR0000989",3,9,2,30
"942","AR0000998",3,3,2,30
"943","AR0001015",1,3,1,29
"944","AR0001018",9,13,1,30
"945","AR0001075",8,19,3,3109
"946","AR0001078",7,21,1,91
"947","AR0001094",2,6,1,30
"948","AR0001133",6,7,2,2928
"949","AR0001155",7,12,2,2958
"950","AR0001178",1,3,1,29
"951","AR0001221",2,3,1,30
"952","AR0001227",1,3,1,1528
"953","AR0001255",2,8,1,30
"954","ARN000014",3,6,1,2744
"955","ARN000211",1,3,1,30
"956","ARN000235",5,12,2,30
"957","ARN000241",6,16,1,91
"958","ART000045",6,13,1,91
"959","ART000083",1,4,1,1131
"960","ART000091",2,9,1,2592
"961","ART000097",1,2,1,30
"962","ART000116",1,3,1,30
"963","ART000120",3,9,1,2227
"964","ART000163",1,3,1,1589
"965","ART000215",2,7,1,1923
"966","ART000308",2,9,1,2319
"967","ART000341",1,6,1,2592
"968","ART000350",1,3,1,1558
"969","ART000472",1,3,1,30
"970","ART000484",1,3,1,30
"971","ART000524",7,12,2,2531
"972","ART000588",1,3,1,1893
"973","ART000751",2,8,1,1528
"974","ART000786",2,7,2,1954
"975","ART000797",1,2,1,30
"976","ART000810",1,1,1,462
"977","ART000811",1,1,1,1954
"978","ART000821",7,16,2,30
"979","ART000832",1,4,1,1558
"980","ART000852",5,9,2,30
"981","ART000885",2,5,1,30
"982","ART000965",1,2,1,1954
"983","ART001038",1,2,1,29
"984","ART001053",1,4,1,2258
"985","ART001076",2,10,1,29
"986","ART001080",2,8,2,30
"987","ART001092",2,6,1,30
"988","ART001097",4,13,1,2288
"989","ART001106",2,5,1,30
"990","ART001110",4,12,2,91
"991","AS9310751",29,19,2,91
"992","AS9430546",4,4,2,2959
"993","AS9630145",4,2,2,2167
"994","AS9710601",1,1,1,30
"995","AS9710652",4,3,3,2379
"996","AS9711948",11,10,5,2562
"997","AS9721040",4,2,1,30
"998","AS9721042",4,8,1,30
"999","AZ0401009",3,7,1,91
"1000","AZ0401011",1,2,1,30
"1001","AZ0401013",14,33,4,1390
"1002","AZ0401022",5,9,1,91
"1003","AZ0401043",3,10,1,30
"1004","AZ0401056",1,4,1,633
"1005","AZ0401071",1,2,1,998
"1006","AZ0401331",3,4,1,2253
"1007","AZ0401337",2,4,1,1528
"1008","AZ0401345",1,2,1,1398
"1009","AZ0402006",1,2,1,1124
"1010","AZ0402008",1,2,1,310
"1011","AZ0402012",4,11,2,1034
"1012","AZ0402014",1,2,1,29
"1013","AZ0402018",1,3,1,1101
"1014","AZ0402024",1,2,1,30
"1015","AZ0402027",31,62,1,91
"1016","AZ0402029",4,8,3,583
"1017","AZ0402033",5,12,1,91
"1018","AZ0402039",1,1,1,1775
"1019","AZ0402041",1,4,1,241
"1020","AZ0402042",3,10,1,307
"1021","AZ0402043",7,16,1,91
"1022","AZ0402044",5,13,2,1648
"1023","AZ0402052",1,2,1,1516
"1024","AZ0402071",1,2,1,949
"1025","AZ0402073",1,3,1,365
"1026","AZ0402083",2,4,2,1296
"1027","AZ0402087",1,2,1,30
"1028","AZ0402110",1,3,1,277
"1029","AZ0402123",8,18,2,364
"1030","AZ0402124",2,6,2,1779
"1031","AZ0402327",1,2,1,1710
"1032","AZ0402345",1,4,1,299
"1033","AZ0402357",2,5,2,1558
"1034","AZ0402360",1,4,1,195
"1035","AZ0402376",1,3,1,235
"1036","AZ0402403",2,4,1,976
"1037","AZ0402404",3,8,1,91
"1038","AZ0402406",2,4,1,1110
"1039","AZ0402412",2,5,2,214
"1040","AZ0403005",3,7,2,30
"1041","AZ0403006",11,25,2,462
"1042","AZ0403017",1,4,1,89
"1043","AZ0403018",1,2,1,30
"1044","AZ0403022",11,25,2,30
"1045","AZ0403023",1,5,1,30
"1046","AZ0403024",1,2,1,29
"1047","AZ0403026",3,6,2,91
"1048","AZ0403030",2,3,2,30
"1049","AZ0403044",4,9,4,1039
"1050","AZ0403080",8,25,2,30
"1051","AZ0403091",1,3,1,1888
"1052","AZ0403104",1,2,1,1748
"1053","AZ0403299",3,8,1,394
"1054","AZ0403315",2,6,2,89
"1055","AZ0403321",2,4,2,1411
"1056","AZ0403325",2,7,2,2182
"1057","AZ0403328",2,3,1,30
"1058","AZ0403360",1,2,1,30
"1059","AZ0403383",3,7,1,2267
"1060","AZ0403650",1,2,1,432
"1061","AZ0403659",3,7,2,256
"1062","AZ0403702",4,10,1,30
"1063","AZ0403801",1,2,1,1427
"1064","AZ0404016",1,3,1,30
"1065","AZ0404029",5,8,1,91
"1066","AZ0404035",6,17,2,30
"1067","AZ0404038",1,4,1,30
"1068","AZ0404047",2,3,1,30
"1069","AZ0404049",1,4,1,365
"1070","AZ0404055",1,3,1,227
"1071","AZ0404063",1,2,1,309
"1072","AZ0404096",1,2,1,1397
"1073","AZ0404110",2,9,2,30
"1074","AZ0404111",3,8,1,91
"1075","AZ0404114",2,5,1,1033
"1076","AZ0404300",2,6,2,1109
"1077","AZ0404315",10,20,1,30
"1078","AZ0404318",1,3,1,210
"1079","AZ0404348",1,2,1,1331
"1080","AZ0404370",1,2,1,293
"1081","AZ0404372",2,2,1,90
"1082","AZ0404869",9,24,3,2370
"1083","AZ0405010",3,4,2,364
"1084","AZ0406003",2,4,1,91
"1085","AZ0407012",1,2,1,948
"1086","AZ0407016",4,10,1,91
"1087","AZ0407021",1,3,1,187
"1088","AZ0407025",1,4,1,30
"1089","AZ0407071",4,5,1,91
"1090","AZ0407078",5,4,2,91
"1091","AZ0407092",3,9,2,2105
"1092","AZ0407096",1,4,1,91
"1093","AZ0407112",1,2,1,30
"1094","AZ0407125",1,4,1,365
"1095","AZ0407144",1,4,1,364
"1096","AZ0407178",2,1,1,90
"1097","AZ0407186",1,2,1,29
"1098","AZ0407286",22,58,2,91
"1099","AZ0407296",3,12,2,91
"1100","AZ0407305",3,8,1,91
"1101","AZ0407364",2,7,2,364
"1102","AZ0407410",5,13,2,91
"1103","AZ0407492",1,4,1,365
"1104","AZ0407525",1,3,1,364
"1105","AZ0407555",2,6,2,948
"1106","AZ0407654",1,2,1,1424
"1107","AZ0407660",13,34,1,91
"1108","AZ0407671",4,8,1,91
"1109","AZ0407677",4,8,1,91
"1110","AZ0407695",1,1,1,180
"1111","AZ0407700",6,14,3,1254
"1112","AZ0407701",3,9,2,364
"1113","AZ0407790",1,2,1,1923
"1114","AZ0407902",1,3,1,1893
"1115","AZ0408003",2,4,2,1095
"1116","AZ0408024",2,6,2,89
"1117","AZ0408026",1,2,1,29
"1118","AZ0408029",5,11,3,1639
"1119","AZ0408035",7,7,1,91
"1120","AZ0408039",1,5,1,2395
"1121","AZ0408042",2,6,2,2439
"1122","AZ0408046",7,19,1,91
"1123","AZ0408057",1,3,1,2387
"1124","AZ0408064",12,29,2,364
"1125","AZ0408066",2,5,2,857
"1126","AZ0408072",16,37,1,91
"1127","AZ0408077",1,3,1,1095
"1128","AZ0408082",20,31,2,91
"1129","AZ0408090",8,12,2,364
"1130","AZ0408129",1,3,1,89
"1131","AZ0408140",2,5,2,385
"1132","AZ0408149",13,26,1,91
"1133","AZ0408164",1,3,1,1192
"1134","AZ0408178",1,2,1,363
"1135","AZ0408307",3,1,1,91
"1136","AZ0408354",1,2,1,29
"1137","AZ0408701",16,28,2,91
"1138","AZ0409000",1,3,1,29
"1139","AZ0409001",3,7,2,1362
"1140","AZ0409020",1,3,1,2267
"1141","AZ0409040",17,34,2,1095
"1142","AZ0409049",1,2,1,243
"1143","AZ0409088",1,3,1,1095
"1144","AZ0409091",1,2,1,432
"1145","AZ0409305",1,2,1,210
"1146","AZ0409309",1,2,1,30
"1147","AZ0410063",2,5,1,91
"1148","AZ0410093",1,2,1,29
"1149","AZ0410118",11,26,1,91
"1150","AZ0410123",2,9,2,1375
"1151","AZ0410142",4,9,3,2524
"1152","AZ0410144",9,19,1,1283
"1153","AZ0410178",1,2,1,29
"1154","AZ0410222",1,2,1,30
"1155","AZ0410281",1,4,1,462
"1156","AZ0410282",1,3,1,948
"1157","AZ0410405",1,2,1,1344
"1158","AZ0410414",1,3,1,2409
"1159","AZ0410445",1,2,1,765
"1160","AZ0411005",1,3,1,1095
"1161","AZ0411031",2,4,1,91
"1162","AZ0411035",20,41,7,2044
"1163","AZ0411036",4,9,1,91
"1164","AZ0411037",1,2,1,233
"1165","AZ0411042",4,10,1,91
"1166","AZ0411045",1,2,1,30
"1167","AZ0411052",2,5,1,91
"1168","AZ0411069",2,5,1,364
"1169","AZ0411085",2,6,2,364
"1170","AZ0411087",25,49,2,91
"1171","AZ0411097",25,55,2,91
"1172","AZ0411100",10,17,2,91
"1173","AZ0411106",1,3,1,364
"1174","AZ0411111",7,15,2,91
"1175","AZ0411128",2,6,1,365
"1176","AZ0411129",10,22,1,91
"1177","AZ0411131",1,2,1,29
"1178","AZ0411132",4,14,2,365
"1179","AZ0411142",1,3,1,364
"1180","AZ0411185",2,6,1,91
"1181","AZ0411301",7,17,2,91
"1182","AZ0411315",8,16,4,2044
"1183","AZ0411321",24,48,2,91
"1184","AZ0411324",3,6,2,1022
"1185","AZ0411328",12,19,3,2370
"1186","AZ0411334",3,8,2,91
"1187","AZ0411354",4,7,2,91
"1188","AZ0411382",1,3,1,30
"1189","AZ0411383",13,32,2,1095
"1190","AZ0411385",2,6,2,1049
"1191","AZ0411410",3,8,2,1515
"1192","AZ0411451",1,3,1,364
"1193","AZ0411556",4,13,2,90
"1194","AZ0411557",5,3,1,91
"1195","AZ0411707",4,5,2,91
"1196","AZ0411712",14,16,2,364
"1197","AZ0412004",1,3,1,2429
"1198","AZ0412012",1,4,1,29
"1199","AZ0412015",1,3,1,2446
"1200","AZ0412019",6,17,3,91
"1201","AZ0412029",2,8,2,347
"1202","AZ0412035",1,3,1,1035
"1203","AZ0412045",1,1,1,30
"1204","AZ0412331",2,4,2,650
"1205","AZ0413012",1,2,1,30
"1206","AZ0413020",3,9,1,91
"1207","AZ0413023",1,2,1,1790
"1208","AZ0413025",4,11,1,91
"1209","AZ0413027",5,7,1,91
"1210","AZ0413038",9,13,3,91
"1211","AZ0413041",29,69,1,91
"1212","AZ0413052",2,4,1,90
"1213","AZ0413074",3,10,1,91
"1214","AZ0413077",4,9,1,91
"1215","AZ0413078",1,3,1,91
"1216","AZ0413084",2,5,1,91
"1217","AZ0413103",1,3,1,91
"1218","AZ0413104",1,3,1,91
"1219","AZ0413106",6,16,1,91
"1220","AZ0413121",1,3,1,91
"1221","AZ0413126",6,15,3,30
"1222","AZ0413131",1,2,1,248
"1223","AZ0413145",1,2,1,1706
"1224","AZ0413151",1,1,1,364
"1225","AZ0413186",2,1,1,90
"1226","AZ0413193",1,4,1,364
"1227","AZ0413221",23,54,2,364
"1228","AZ0413240",4,12,2,1095
"1229","AZ0413256",1,2,1,1034
"1230","AZ0413264",1,3,1,2490
"1231","AZ0413277",4,11,3,1095
"1232","AZ0413281",3,8,1,91
"1233","AZ0413316",3,9,1,91
"1234","AZ0413325",1,3,1,1018
"1235","AZ0413346",2,5,2,264
"1236","AZ0413348",10,27,1,91
"1237","AZ0413363",2,3,1,90
"1238","AZ0413373",2,5,2,1754
"1239","AZ0413382",5,14,4,431
"1240","AZ0413391",1,3,1,2096
"1241","AZ0413412",8,13,2,91
"1242","AZ0413418",1,3,1,2093
"1243","AZ0413419",1,4,1,89
"1244","AZ0413425",16,29,2,91
"1245","AZ0413431",2,5,2,2744
"1246","AZ0413433",2,6,2,1727
"1247","AZ0413513",1,2,1,91
"1248","AZ0413552",1,2,1,29
"1249","AZ0414003",2,8,2,305
"1250","AZ0414004",3,11,3,1558
"1251","AZ0414009",1,3,1,2370
"1252","AZ0414014",17,31,2,371
"1253","AZ0414018",32,59,1,91
"1254","AZ0414022",39,61,2,91
"1255","AZ0414024",23,72,3,91
"1256","AZ0414030",11,10,3,30
"1257","AZ0414032",2,3,2,2252
"1258","AZ0414036",2,8,1,1433
"1259","AZ0414039",7,14,2,30
"1260","AZ0414044",4,12,2,2258
"1261","AZ0414055",139,321,7,159
"1262","AZ0414065",8,15,4,2258
"1263","AZ0414070",8,18,1,91
"1264","AZ0414073",8,24,4,2044
"1265","AZ0414075",18,35,1,91
"1266","AZ0414077",3,7,3,1755
"1267","AZ0414080",10,28,1,91
"1268","AZ0414095",3,7,2,2114
"1269","AZ0414096",2,3,1,2114
"1270","AZ0414098",21,38,1,91
"1271","AZ0414106",1,2,1,30
"1272","AZ0414107",27,62,2,1095
"1273","AZ0414314",23,50,2,1094
"1274","AZ0414322",4,10,1,91
"1275","AZ0414442",20,45,1,91
"1276","AZ0414463",3,7,2,755
"1277","AZ0415002",7,9,2,91
"1278","AZ0415006",13,29,4,2370
"1279","AZ0415010",10,17,2,30
"1280","AZ0415011",9,23,4,90
"1281","AZ0415016",1,2,1,2577
"1282","AZ0415023",18,32,1,91
"1283","AZ0415027",12,24,4,91
"1284","AZ0415038",23,49,2,1279
"1285","AZ0415040",8,17,2,30
"1286","AZ0415058",7,13,2,30
"1287","AZ0415062",3,4,2,30
"1288","AZ0415077",1,2,1,30
"1289","AZ0415098",4,7,1,1463
"1290","AZ0415102",1,1,1,29
"1291","AZ0415122",2,6,1,1095
"1292","AZ0415123",25,41,1,91
"1293","AZ0415376",1,2,1,30
"1294","AZ0415387",1,3,1,2114
"1295","AZ0415475",2,4,1,2083
"1296","AZ0420011",3,4,1,30
"1297","AZ0420033",1,3,1,29
"1298","AZ0420197",1,2,1,1074
"1299","AZ0420213",1,2,1,30
"1300","AZ0420400",3,8,1,1902
"1301","AZ0420419",2,5,2,1044
"1302","AZ0420534",2,7,1,91
"1303","AZ0420546",1,2,1,1271
"1304","AZ0420590",4,10,3,1100
"1305","AZ0420600",2,5,2,488
"1306","AZ0420601",2,4,1,2084
"1307","CA0202503",1,4,1,30
"1308","CA0210001",9,5,2,91
"1309","CA0300051",3,8,3,552
"1310","CA0300052",2,5,2,30
"1311","CA0300064",2,5,1,30
"1312","CA0300083",1,3,1,30
"1313","CA0300088",1,2,1,29
"1314","CA0300091",2,6,1,91
"1315","CA0300667",2,7,2,91
"1316","CA0310001",1,1,1,89
"1317","CA0310002",3,5,2,91
"1318","CA0310011",3,2,1,91
"1319","CA0400028",1,2,1,30
"1320","CA0400073",1,2,1,30
"1321","CA0400081",1,1,1,30
"1322","CA0400123",1,2,1,29
"1323","CA0410008",1,2,1,90
"1324","CA0410009",1,2,1,3109
"1325","CA0500026",2,2,1,30
"1326","CA0500082",1,1,1,30
"1327","CA0500097",1,3,1,29
"1328","CA0510001",5,2,1,91
"1329","CA0510003",2,2,2,91
"1330","CA0510012",1,2,1,90
"1331","CA0510016",4,1,1,91
"1332","CA0600008",32,2,1,91
"1333","CA0706004",6,1,1,91
"1334","CA0706028",8,2,1,91
"1335","CA0706049",1,2,1,27
"1336","CA0707507",9,1,1,91
"1337","CA0707573",13,1,1,91
"1338","CA0707589",9,1,1,91
"1339","CA0707602",11,2,1,91
"1340","CA0707615",14,3,1,121
"1341","CA0800548",1,2,1,1513
"1342","CA0800608",1,2,1,1356
"1343","CA0800861",1,2,1,521
"1344","CA0900102",3,7,1,365
"1345","CA0900110",1,2,1,91
"1346","CA0900511",1,2,1,1070
"1347","CA0900551",1,2,1,662
"1348","CA0900576",1,1,1,29
"1349","CA0900592",2,4,2,30
"1350","CA0900603",3,5,2,1070
"1351","CA0900649",1,2,1,30
"1352","CA0901223",1,2,1,29
"1353","CA0910015",1,2,1,91
"1354","CA1000005",12,3,1,91
"1355","CA1000019",53,2,1,91
"1356","CA1000042",9,3,1,91
"1357","CA1000053",16,4,1,91
"1358","CA1000054",12,1,1,91
"1359","CA1000057",9,1,2,91
"1360","CA1000071",11,5,1,91
"1361","CA1000072",12,5,1,91
"1362","CA1000094",1,2,1,30
"1363","CA1000111",1,2,1,30
"1364","CA1000112",17,2,2,91
"1365","CA1000177",26,3,1,91
"1366","CA1000178",26,3,1,91
"1367","CA1000192",1,2,1,30
"1368","CA1000204",25,4,2,91
"1369","CA1000207",11,2,2,91
"1370","CA1000213",9,3,1,91
"1371","CA1000214",26,4,1,91
"1372","CA1000221",8,2,1,91
"1373","CA1000238",1,2,1,89
"1374","CA1000244",1,2,1,30
"1375","CA1000248",6,3,2,91
"1376","CA1000261",1,2,1,30
"1377","CA1000270",3,4,1,30
"1378","CA1000316",5,3,1,91
"1379","CA1000345",24,6,2,91
"1380","CA1000359",56,2,1,91
"1381","CA1000360",25,6,1,91
"1382","CA1000361",7,4,1,91
"1383","CA1000366",1,1,1,2288
"1384","CA1000369",10,3,2,91
"1385","CA1000377",7,2,1,91
"1386","CA1000407",2,1,1,91
"1387","CA1000411",2,2,1,30
"1388","CA1000416",9,2,1,91
"1389","CA1000424",15,2,1,91
"1390","CA1000443",2,2,1,30
"1391","CA1000445",8,4,1,91
"1392","CA1000452",7,2,1,91
"1393","CA1000459",4,4,2,30
"1394","CA1000465",3,5,3,90
"1395","CA1000467",3,3,1,29
"1396","CA1000484",17,1,1,91
"1397","CA1000486",9,6,2,91
"1398","CA1000490",3,2,1,90
"1399","CA1000505",12,2,2,91
"1400","CA1000525",1,2,1,30
"1401","CA1000536",6,6,1,91
"1402","CA1000546",27,3,1,91
"1403","CA1000554",4,1,1,91
"1404","CA1000561",1,2,1,29
"1405","CA1000564",1,2,1,89
"1406","CA1000573",1,2,1,30
"1407","CA1000577",34,2,1,91
"1408","CA1000580",2,2,1,91
"1409","CA1000584",13,4,1,91
"1410","CA1000589",2,3,1,30
"1411","CA1000596",7,2,1,91
"1412","CA1000602",8,2,1,91
"1413","CA1000604",13,2,1,91
"1414","CA1000609",1,2,1,29
"1415","CA1000625",9,2,2,91
"1416","CA1000629",4,2,2,91
"1417","CA1000639",3,2,1,91
"1418","CA1000647",1,2,1,89
"1419","CA1009006",36,10,2,91
"1420","CA1009023",6,2,1,91
"1421","CA1009027",12,4,1,91
"1422","CA1009028",12,4,1,91
"1423","CA1009035",7,8,2,91
"1424","CA1009039",38,8,2,91
"1425","CA1009051",29,2,1,91
"1426","CA1009078",14,7,2,91
"1427","CA1009091",1,3,1,89
"1428","CA1009111",2,4,2,91
"1429","CA1009147",10,3,1,91
"1430","CA1009172",3,1,1,91
"1431","CA1009179",3,2,1,91
"1432","CA1009222",6,2,1,91
"1433","CA1009258",12,3,1,91
"1434","CA1009281",27,3,1,91
"1435","CA1010004",5,4,2,91
"1436","CA1010025",1,2,1,29
"1437","CA1010030",2,3,1,30
"1438","CA1010039",29,1,1,91
"1439","CA1010044",35,4,3,91
"1440","CA1010051",1,2,1,30
"1441","CA1100203",1,2,1,30
"1442","CA1200522",5,5,3,1648
"1443","CA1200544",4,2,1,30
"1444","CA1200566",4,2,2,30
"1445","CA1200579",1,2,1,2288
"1446","CA1200597",2,3,2,2592
"1447","CA1200648",5,3,1,30
"1448","CA1200705",1,2,1,30
"1449","CA1200711",1,2,1,29
"1450","CA1200793",1,2,1,30
"1451","CA1200831",10,5,2,2096
"1452","CA1206002",1,2,1,2227
"1453","CA1210010",2,4,2,1497
"1454","CA1210015",1,2,1,1480
"1455","CA1210018",1,2,1,91
"1456","CA1210800",2,3,2,30
"1457","CA1210801",7,5,2,30
"1458","CA1300018",2,4,1,89
"1459","CA1300555",1,1,1,91
"1460","CA1300571",4,2,1,91
"1461","CA1300572",1,2,1,3094
"1462","CA1300626",1,1,1,90
"1463","CA1310001",1,2,1,89
"1464","CA1310002",1,2,1,91
"1465","CA1310005",9,4,1,91
"1466","CA1310006",7,5,2,91
"1467","CA1310007",7,3,1,91
"1468","CA1310008",3,2,1,91
"1469","CA1310013",18,6,2,761
"1470","CA1310016",4,4,1,91
"1471","CA1310017",8,2,1,91
"1472","CA1310019",5,3,1,91
"1473","CA1310301",2,2,2,2013
"1474","CA1400006",9,4,1,91
"1475","CA1400027",2,3,1,30
"1476","CA1400035",1,1,1,30
"1477","CA1400036",23,7,1,91
"1478","CA1400037",22,7,1,91
"1479","CA1400070",1,2,1,90
"1480","CA1400072",1,4,1,30
"1481","CA1400098",1,1,1,1436
"1482","CA1400131",3,4,1,30
"1483","CA1400195",2,2,1,30
"1484","CA1400518",1,2,1,30
"1485","CA1400521",1,1,1,30
"1486","CA1400526",19,6,1,91
"1487","CA1400531",4,6,2,30
"1488","CA1400532",3,4,2,30
"1489","CA1410008",1,2,1,1896
"1490","CA1500096",15,1,1,91
"1491","CA1500252",1,2,1,432
"1492","CA1500327",1,2,1,30
"1493","CA1500344",11,1,1,91
"1494","CA1500349",3,4,1,30
"1495","CA1500378",18,2,1,91
"1496","CA1500393",57,3,2,91
"1497","CA1500401",12,2,1,91
"1498","CA1500405",4,5,3,90
"1499","CA1500406",6,4,2,2013
"1500","CA1500409",31,6,2,91
"1501","CA1500424",31,5,1,91
"1502","CA1500426",3,1,1,91
"1503","CA1500436",32,4,1,91
"1504","CA1500442",30,5,1,91
"1505","CA1500447",1,2,1,27
"1506","CA1500449",7,2,1,120
"1507","CA1500452",1,2,1,29
"1508","CA1500455",32,4,1,91
"1509","CA1500458",59,6,2,91
"1510","CA1500459",10,4,2,91
"1511","CA1500461",31,6,2,91
"1512","CA1500464",30,4,2,91
"1513","CA1500478",1,2,1,30
"1514","CA1500491",1,2,1,30
"1515","CA1500493",18,3,1,91
"1516","CA1500494",33,2,1,91
"1517","CA1500521",11,5,2,91
"1518","CA1500525",36,6,1,91
"1519","CA1500544",2,2,1,90
"1520","CA1500561",20,2,1,91
"1521","CA1500566",14,3,2,2013
"1522","CA1500569",1,2,1,89
"1523","CA1500571",31,8,1,91
"1524","CA1500575",31,2,1,91
"1525","CA1500584",7,4,1,91
"1526","CA1500585",17,3,2,91
"1527","CA1500588",36,5,3,91
"1528","CA1500591",1,2,1,29
"1529","CA1502012",20,4,2,91
"1530","CA1502017",16,3,1,91
"1531","CA1502033",15,1,1,91
"1532","CA1502034",1,2,1,30
"1533","CA1502056",1,2,1,2013
"1534","CA1502068",14,1,1,91
"1535","CA1502074",1,2,1,28
"1536","CA1502133",3,1,1,91
"1537","CA1502134",2,2,1,371
"1538","CA1502153",1,1,1,29
"1539","CA1502154",18,1,1,91
"1540","CA1502163",3,2,1,30
"1541","CA1502194",7,5,2,91
"1542","CA1502229",23,1,1,91
"1543","CA1502231",23,5,1,91
"1544","CA1502232",20,2,1,91
"1545","CA1502247",21,5,2,91
"1546","CA1502273",18,5,2,91
"1547","CA1502325",2,4,1,30
"1548","CA1502383",18,3,1,91
"1549","CA1502398",17,5,2,91
"1550","CA1502413",9,1,2,91
"1551","CA1502422",1,2,1,27
"1552","CA1502569",32,3,1,91
"1553","CA1502572",2,4,2,30
"1554","CA1502620",10,2,1,91
"1555","CA1502659",1,2,1,30
"1556","CA1502680",15,3,2,91
"1557","CA1502685",2,1,1,30
"1558","CA1502686",4,7,1,30
"1559","CA1502689",1,2,1,27
"1560","CA1502699",30,2,2,91
"1561","CA1502724",13,3,1,91
"1562","CA1502744",12,1,1,91
"1563","CA1503140",21,3,1,91
"1564","CA1503194",10,4,2,91
"1565","CA1503209",5,8,1,30
"1566","CA1503219",1,2,1,90
"1567","CA1503226",10,2,1,91
"1568","CA1503275",1,2,1,89
"1569","CA1503475",2,2,1,30
"1570","CA1503515",16,6,2,91
"1571","CA1503521",1,1,1,90
"1572","CA1503526",10,3,2,91
"1573","CA1503576",2,4,1,30
