"","pwsid","total_violations","dist_enf","dist_vio_type","diff_days_max"
"12788","NV0000070",4,13,1,91
"12789","NV0000072",8,23,1,91
"12790","NV0000088",1,2,1,1219
"12791","NV0000092",4,12,1,1638
"12792","NV0000109",2,3,1,90
"12793","NV0000123",16,25,3,2378
"12794","NV0000140",4,10,1,91
"12795","NV0000146",6,12,2,91
"12796","NV0000147",8,30,2,1357
"12797","NV0000149",37,84,2,1733
"12798","NV0000155",8,30,4,1801
"12799","NV0000162",25,72,2,91
"12800","NV0000187",1,4,1,30
"12801","NV0000191",1,4,1,29
"12802","NV0000193",18,45,2,2022
"12803","NV0000218",4,11,1,91
"12804","NV0000221",2,8,1,1304
"12805","NV0000271",2,5,1,90
"12806","NV0000273",1,3,1,2174
"12807","NV0000303",16,42,1,91
"12808","NV0000318",1,3,1,2886
"12809","NV0000319",8,21,1,91
"12810","NV0000323",2,8,1,1742
"12811","NV0000327",4,7,1,91
"12812","NV0000341",2,6,1,1722
"12813","NV0000357",5,14,1,91
"12814","NV0000364",2,5,1,3047
"12815","NV0000372",3,8,1,91
"12816","NV0000379",3,6,1,1711
"12817","NV0000385",6,20,3,2230
"12818","NV0000399",7,21,2,1265
"12819","NV0000405",4,16,1,91
"12820","NV0000413",1,4,1,29
"12821","NV0000418",4,12,2,91
"12822","NV0000699",3,12,1,90
"12823","NV0000700",8,23,1,91
"12824","NV0000731",1,3,1,1054
"12825","NV0000732",2,11,2,2541
"12826","NV0000736",1,4,1,91
"12827","NV0000742",3,7,1,90
"12828","NV0000760",1,3,1,1557
"12829","NV0000767",18,43,1,91
"12830","NV0000797",17,45,2,2169
"12831","NV0000806",4,9,1,91
"12832","NV0000809",1,3,1,1708
"12833","NV0000823",1,4,1,1252
"12834","NV0000829",1,4,1,2359
"12835","NV0000833",1,4,1,1862
"12836","NV0000864",2,8,1,30
"12837","NV0000872",5,14,1,30
"12838","NV0000873",1,3,1,2037
"12839","NV0000885",2,8,2,91
"12840","NV0000893",1,3,1,1527
"12841","NV0000903",1,4,1,89
"12842","NV0000904",1,3,1,2531
"12843","NV0000915",2,7,1,30
"12844","NV0000917",1,4,1,30
"12845","NV0000918",1,4,1,1812
"12846","NV0000928",35,75,2,91
"12847","NV0000929",1,4,1,2955
"12848","NV0000951",1,4,1,29
"12849","NV0000955",1,4,1,1741
"12850","NV0001086",1,4,1,91
"12851","NV0001092",1,4,1,29
"12852","NV0001109",1,3,1,89
"12853","NV0001125",1,4,1,30
"12854","NV0001130",2,12,2,30
"12855","NV0001139",10,27,1,91
"12856","NV0001142",1,5,1,30
"12857","NV0001145",10,21,1,91
"12858","NV0001148",22,56,1,91
"12859","NV0001150",2,6,1,91
"12860","NV0001156",23,60,2,491
"12861","NV0001170",4,9,2,432
"12862","NV0001178",5,17,2,91
"12863","NV0001181",5,14,1,91
"12864","NV0001185",6,17,1,91
"12865","NV0002024",4,10,1,91
"12866","NV0002046",1,4,1,1058
"12867","NV0002053",1,4,1,30
"12868","NV0002075",1,4,1,29
"12869","NV0002076",3,11,3,1679
"12870","NV0002124",1,3,1,1386
"12871","NV0002141",1,3,1,1372
"12872","NV0002174",1,4,1,30
"12873","NV0002190",2,4,1,91
"12874","NV0002191",1,3,1,91
"12875","NV0002192",1,3,1,1265
"12876","NV0002198",3,8,1,30
"12877","NV0002202",4,10,1,91
"12878","NV0002211",1,4,1,30
"12879","NV0002222",8,27,3,2509
"12880","NV0002223",1,4,1,1791
"12881","NV0002538",1,5,1,1574
"12882","NV0002558",2,7,1,2103
"12883","NV0002564",2,7,1,90
"12884","NV0002570",3,9,1,91
"12885","NV0002571",2,7,2,1813
"12886","NV0002580",1,2,1,554
"12887","NV0002586",3,9,3,2294
"12888","NV0002602",5,6,1,91
"12889","NV0002603",4,12,1,91
"12890","NV0003006",1,4,1,89
"12891","NV0003028",2,7,1,91
"12892","NV0003035",1,3,1,2393
"12893","NV0003043",1,4,1,1727
"12894","NV0003053",1,4,1,30
"12895","NV0003059",2,6,1,1404
"12896","NV0003066",1,5,1,29
"12897","NV0003070",3,9,1,1380
"12898","NV0003071",2,7,1,1710
"12899","NV0003094",1,3,1,29
"12900","NV0003103",1,4,1,29
"12901","NV0004001",1,3,1,672
"12902","NV0004017",1,4,1,30
"12903","NV0004021",31,92,2,1954
"12904","NV0004022",2,7,2,1812
"12905","NV0004029",6,8,1,2332
"12906","NV0004035",1,4,1,27
"12907","NV0004037",3,9,3,1930
"12908","NV0004061",11,29,1,91
"12909","NV0004063",1,4,1,2072
"12910","NV0004064",1,1,1,2217
"12911","NV0004065",6,17,3,175
"12912","NV0004067",23,63,2,2234
"12913","NV0004085",1,3,1,1376
"12914","NV0004092",2,9,2,30
"12915","NV0004096",2,6,2,1348
"12916","NV0004101",2,7,1,1982
"12917","NV0004113",1,3,1,1925
"12918","NV0004120",9,24,1,91
"12919","NV0004131",5,15,1,91
"12920","NV0005009",1,5,1,30
"12921","NV0005021",1,4,1,2362
"12922","NV0005023",1,4,1,1759
"12923","NV0005028",33,95,1,91
"12924","NV0005036",9,23,1,91
"12925","NV0005062",2,8,2,1176
"12926","NV0005069",4,17,2,2447
"12927","NY0100191",12,17,1,91
"12928","NY0100192",1,3,1,613
"12929","NY0100195",1,2,1,29
"12930","NY0100202",11,33,2,91
"12931","NY0100205",3,4,1,91
"12932","NY0101544",2,4,1,552
"12933","NY0115883",1,2,1,552
"12934","NY0130000",1,3,1,364
"12935","NY0130005",1,2,1,552
"12936","NY0130042",1,3,1,340
"12937","NY0200317",2,4,1,226
"12938","NY0200322",11,9,2,30
"12939","NY0200325",1,5,1,1352
"12940","NY0200862",11,24,1,91
"12941","NY0203063",1,5,1,29
"12942","NY0203073",1,3,1,30
"12943","NY0203074",2,6,2,521
"12944","NY0203076",1,5,1,91
"12945","NY0212016",2,10,1,30
"12946","NY0214119",1,5,1,90
"12947","NY0230006",1,1,1,29
"12948","NY0230008",1,5,1,91
"12949","NY0230025",1,1,1,90
"12950","NY0230028",1,3,1,30
"12951","NY0232116",2,4,1,951
"12952","NY0232120",7,10,1,364
"12953","NY0311242",1,3,1,90
"12954","NY0311246",1,2,1,91
"12955","NY0330044",1,2,1,90
"12956","NY0400335",2,8,2,91
"12957","NY0400336",1,3,1,91
"12958","NY0400340",4,15,3,364
"12959","NY0400884",1,4,1,90
"12960","NY0501710",1,4,1,91
"12961","NY0501718",3,12,1,91
"12962","NY0501721",2,7,1,91
"12963","NY0501722",1,4,1,91
"12964","NY0501733",3,10,1,91
"12965","NY0506414",1,3,1,364
"12966","NY0511732",7,21,1,91
"12967","NY0511853",3,11,1,91
"12968","NY0512920",10,32,1,91
"12969","NY0530002",1,4,1,91
"12970","NY0530054",8,25,1,91
"12971","NY0530063",5,18,1,91
"12972","NY0602924",27,88,2,91
"12973","NY0701009",2,8,1,30
"12974","NY0718627",1,5,1,29
"12975","NY0730056",1,2,1,89
"12976","NY0801615",1,3,1,1131
"12977","NY0900223",4,11,1,91
"12978","NY0904632",1,4,1,30
"12979","NY0922948",1,5,1,29
"12980","NY0930113",1,4,1,90
"12981","NY0930189",1,2,1,1796
"12982","NY1010861",1,2,1,644
"12983","NY1017187",2,4,1,674
"12984","NY1020586",5,10,1,736
"12985","NY1030054",1,2,1,736
"12986","NY1030061",1,2,1,1192
"12987","NY1030074",1,2,1,340
"12988","NY1030096",5,10,1,736
"12989","NY1030105",2,4,1,1467
"12990","NY1030110",1,2,1,613
"12991","NY1030135",1,2,1,644
"12992","NY1030161",1,2,1,644
"12993","NY1030230",3,6,1,886
"12994","NY1030257",1,2,1,736
"12995","NY1200259",2,5,2,2760
"12996","NY1302111",1,4,1,91
"12997","NY1302116",1,2,1,91
"12998","NY1302123",7,6,2,2928
"12999","NY1302125",4,8,1,3109
"13000","NY1302770",1,2,1,3094
"13001","NY1302803",1,2,1,2653
"13002","NY1302804",1,2,1,91
"13003","NY1302805",2,4,2,1836
"13004","NY1302807",1,2,1,89
"13005","NY1303217",4,10,1,364
"13006","NY1310660",8,10,1,91
"13007","NY1312453",1,3,1,1173
"13008","NY1313001",2,6,1,91
"13009","NY1316165",3,5,2,2389
"13010","NY1316216",1,3,1,30
"13011","NY1316688",1,4,1,30
"13012","NY1319183",1,2,1,1052
"13013","NY1319316",2,3,2,583
"13014","NY1320808",3,6,2,1801
"13015","NY1321356",2,2,1,30
"13016","NY1321678",1,3,1,30
"13017","NY1321719",1,2,1,644
"13018","NY1322563",1,3,1,30
"13019","NY1325000",2,4,2,2776
"13020","NY1330024",1,2,1,90
"13021","NY1330032",1,2,1,30
"13022","NY1330035",2,3,2,2627
"13023","NY1330086",12,14,1,91
"13024","NY1330178",2,6,1,30
"13025","NY1330243",1,4,1,30
"13026","NY1330278",1,6,1,364
"13027","NY1330298",1,5,1,1183
"13028","NY1330326",2,8,2,1770
"13029","NY1330337",12,14,1,230
"13030","NY1330362",1,2,1,29
"13031","NY1330399",2,6,2,90
"13032","NY1330489",1,3,1,1149
"13033","NY1330500",6,7,2,2411
"13034","NY1330514",1,3,1,90
"13035","NY1330606",3,7,1,91
"13036","NY1330623",2,3,2,2503
"13037","NY1330629",1,2,1,89
"13038","NY1330633",3,5,2,2013
"13039","NY1330699",3,4,1,91
"13040","NY1400397",1,4,1,91
"13041","NY1400516",5,16,1,91
"13042","NY1400841",1,3,1,1894
"13043","NY1400842",1,3,1,30
"13044","NY1402933",1,3,1,797
"13045","NY1403740",1,3,1,30
"13046","NY1418746",1,3,1,29
"13047","NY1419231",1,3,1,1589
"13048","NY1420399",1,3,1,1070
"13049","NY1443015",1,4,1,91
"13050","NY1450035",2,6,1,30
"13051","NY1450044",1,1,1,30
"13052","NY1500277",1,4,1,2031
"13053","NY1500278",9,30,2,2670
"13054","NY1500283",6,20,2,91
"13055","NY1500285",1,2,1,552
"13056","NY1500305",13,38,1,91
"13057","NY1507693",2,8,2,743
"13058","NY1508874",1,4,1,29
"13059","NY1511397",1,4,1,1225
"13060","NY1600012",14,36,1,91
"13061","NY1600013",1,2,1,385
"13062","NY1602611",1,2,1,1648
"13063","NY1602616",1,3,1,30
"13064","NY1612265",4,7,2,371
"13065","NY1630057",1,2,1,1283
"13066","NY1710676",1,4,1,91
"13067","NY1730007",1,2,1,30
"13068","NY1730066",4,14,2,91
"13069","NY1730074",2,7,1,364
"13070","NY1800542",9,28,1,91
"13071","NY1813881",1,5,1,1801
"13072","NY1900024",2,7,1,91
"13073","NY1900026",28,66,2,91
"13074","NY1900029",8,11,1,91
"13075","NY1900030",3,5,1,91
"13076","NY1905404",10,22,1,91
"13077","NY1913369",1,3,1,2958
"13078","NY1915264",15,30,1,91
"13079","NY1920253",2,6,1,91
"13080","NY1921452",11,26,1,91
"13081","NY1922996",1,3,1,2653
"13082","NY1930046",1,3,1,29
"13083","NY2000126",1,3,1,917
"13084","NY2020657",1,3,1,30
"13085","NY2102299",7,23,1,91
"13086","NY2102306",10,22,4,2378
"13087","NY2102309",1,4,1,30
"13088","NY2102316",1,4,1,30
"13089","NY2104169",1,3,1,30
"13090","NY2104218",2,5,2,338
"13091","NY2107793",1,3,1,29
"13092","NY2110537",2,7,1,364
"13093","NY2130064",4,11,1,91
"13094","NY2202334",10,24,1,91
"13095","NY2202337",7,19,1,91
"13096","NY2202341",1,3,1,2370
"13097","NY2202346",16,37,1,91
"13098","NY2202348",3,7,1,91
"13099","NY2202349",11,26,1,91
"13100","NY2202352",10,24,1,91
"13101","NY2212214",2,7,1,90
"13102","NY2220178",1,3,1,89
"13103","NY2221333",8,19,1,91
"13104","NY2221870",10,24,1,91
"13105","NY2230004",1,3,1,90
"13106","NY2230007",6,14,1,91
"13107","NY2230013",3,5,1,91
"13108","NY2230022",3,8,1,91
"13109","NY2230023",2,5,1,91
"13110","NY2230027",1,3,1,90
"13111","NY2230066",23,55,1,91
"13112","NY2230075",14,40,1,91
"13113","NY2230094",12,27,1,91
"13114","NY2230095",19,49,1,91
"13115","NY2230107",1,4,1,90
"13116","NY2230145",1,3,1,91
"13117","NY2235001",3,9,1,91
"13118","NY2402365",24,57,1,91
"13119","NY2430039",23,54,1,91
"13120","NY2500701",2,8,1,91
"13121","NY2500703",4,11,1,91
"13122","NY2501014",10,37,1,91
"13123","NY2501016",3,11,1,91
"13124","NY2501019",8,29,3,91
"13125","NY2501021",3,11,1,91
"13126","NY2501023",1,4,1,30
"13127","NY2501026",2,7,2,638
"13128","NY2501027",3,12,1,91
"13129","NY2510010",3,13,1,91
"13130","NY2511826",5,13,1,91
"13131","NY2512105",1,5,1,30
"13132","NY2512111",1,5,1,29
"13133","NY2530017",3,11,2,91
"13134","NY2530018",2,8,1,91
"13135","NY2600976",8,18,1,91
"13136","NY2602379",3,9,2,91
"13137","NY2607908",1,3,1,90
"13138","NY2609958",2,6,1,89
"13139","NY2622401",10,22,1,91
"13140","NY2630011",1,3,1,90
"13141","NY2630019",1,3,1,30
"13142","NY2630054",1,4,1,91
"13143","NY2630055",2,1,1,30
"13144","NY2800136",1,1,1,462
"13145","NY2800138",6,20,3,91
"13146","NY2811730",8,28,2,91
"13147","NY2830029",6,11,1,91
"13148","NY2830031",8,25,1,365
"13149","NY2902822",1,4,1,30
"13150","NY2902834",1,4,1,29
"13151","NY3202229",2,6,1,30
"13152","NY3202411",2,6,1,30
"13153","NY3212121",9,24,1,91
"13154","NY3230127",6,13,2,364
"13155","NY3233160",2,6,1,90
"13156","NY3290109",1,3,1,28
"13157","NY3304312",11,36,1,30
"13158","NY3304316",12,40,2,30
"13159","NY3304331",10,33,1,30
"13160","NY3304334",11,36,1,30
"13161","NY3304347",10,33,1,30
"13162","NY3316125",1,3,1,30
"13163","NY3318532",1,4,1,29
"13164","NY3330077",1,3,1,30
"13165","NY3400719",2,1,2,1302
"13166","NY3401151",4,7,1,91
"13167","NY3411680",2,9,1,30
"13168","NY3411948",1,3,1,91
"13169","NY3430008",2,4,1,91
"13170","NY3430021",8,20,1,91
"13171","NY3430041",16,25,1,91
"13172","NY3500562",1,3,1,30
"13173","NY3500579",2,6,2,1801
"13174","NY3501320",5,8,2,917
"13175","NY3501326",2,8,1,91
"13176","NY3501911",1,4,1,29
"13177","NY3502286",1,4,1,29
"13178","NY3503033",1,4,1,2735
"13179","NY3503527",8,23,2,91
"13180","NY3503528",4,13,2,91
"13181","NY3503531",12,34,1,91
"13182","NY3503532",3,12,1,91
"13183","NY3503549",10,27,3,91
"13184","NY3503554",1,5,1,28
"13185","NY3504061",1,3,1,30
"13186","NY3504068",1,4,1,2489
"13187","NY3509188",5,21,1,30
"13188","NY3509352",2,8,1,30
"13189","NY3509587",1,4,1,30
"13190","NY3509633",1,3,1,29
"13191","NY3509710",3,9,1,29
"13192","NY3509714",1,4,1,30
"13193","NY3510449",2,7,1,91
"13194","NY3510767",1,3,1,30
"13195","NY3510768",1,3,1,29
"13196","NY3511338",2,7,1,91
"13197","NY3513622",1,3,1,1009
"13198","NY3516947",2,6,1,30
"13199","NY3517488",1,4,1,29
"13200","NY3517498",2,8,1,29
"13201","NY3517504",1,4,1,27
"13202","NY3517582",1,4,1,30
"13203","NY3517676",21,46,2,30
"13204","NY3517682",1,3,1,29
"13205","NY3517701",3,12,1,30
"13206","NY3518033",1,4,1,27
"13207","NY3520583",2,8,1,30
"13208","NY3520848",3,12,1,29
"13209","NY3521266",1,4,1,30
"13210","NY3521323",1,3,1,1039
"13211","NY3522823",2,8,1,30
"13212","NY3522861",1,4,1,30
"13213","NY3522892",1,4,1,29
"13214","NY3530001",2,8,1,30
"13215","NY3530018",1,4,1,30
"13216","NY3530030",1,2,1,30
"13217","NY3530038",1,4,1,28
"13218","NY3530050",1,4,1,30
"13219","NY3530054",4,14,1,30
"13220","NY3530102",1,4,1,29
"13221","NY3530122",3,8,1,91
"13222","NY3530178",1,4,1,30
"13223","NY3530208",2,8,1,91
"13224","NY3530221",2,8,1,90
"13225","NY3530265",12,29,1,91
"13226","NY3530270",2,8,1,30
"13227","NY3530279",3,10,3,2639
"13228","NY3530281",2,8,1,30
"13229","NY3530323",4,9,1,91
"13230","NY3530326",8,17,1,91
"13231","NY3600596",1,1,1,3014
"13232","NY3600602",2,7,1,91
"13233","NY3622603",2,5,2,30
"13234","NY3630012",1,1,1,30
"13235","NY3700916",1,3,1,960
"13236","NY3700938",6,18,1,91
"13237","NY3700939",4,13,1,91
"13238","NY3706588",5,16,1,91
"13239","NY3706705",1,4,1,30
"13240","NY3709744",1,3,1,29
"13241","NY3713447",3,9,2,30
"13242","NY3730013",1,4,1,29
"13243","NY3730057",23,50,2,91
"13244","NY3730064",2,7,1,29
"13245","NY3730077",2,8,2,364
"13246","NY3730178",1,4,1,29
"13247","NY3730196",10,34,1,91
"13248","NY3800156",8,15,2,1283
"13249","NY3800160",1,3,1,3104
"13250","NY3830143",2,3,1,91
"13251","NY3902653",1,3,1,90
"13252","NY3902692",1,3,1,91
"13253","NY3917388",1,3,1,30
"13254","NY3920064",1,3,1,91
"13255","NY3921756",1,3,1,90
"13256","NY3922131",1,3,1,91
"13257","NY3922610",2,6,1,90
"13258","NY3930003",13,42,1,91
"13259","NY4100044",4,15,1,91
"13260","NY4100048",3,8,1,91
"13261","NY4100050",3,8,2,644
"13262","NY4100051",2,9,1,90
"13263","NY4100059",1,2,1,3019
"13264","NY4100063",1,2,1,3019
"13265","NY4110144",3,10,1,91
"13266","NY4110693",1,4,1,371
"13267","NY4111577",1,4,1,30
"13268","NY4117217",1,2,1,29
"13269","NY4117236",3,11,1,91
"13270","NY4117239",1,3,1,30
"13271","NY4121787",1,3,1,2744
"13272","NY4122048",1,2,1,30
"13273","NY4130253",1,2,1,3019
"13274","NY4130293",2,5,2,89
"13275","NY4130302",1,3,1,90
"13276","NY4130306",1,2,1,3019
"13277","NY4130307",1,2,1,3019
"13278","NY4130318",2,5,1,30
"13279","NY4130338",4,9,1,91
"13280","NY4130343",1,3,1,29
"13281","NY4130344",1,2,1,3019
"13282","NY4308752",1,2,1,30
"13283","NY4315999",2,4,1,30
"13284","NY4317681",1,2,1,91
"13285","NY4321551",1,2,1,30
"13286","NY4404403",3,9,2,91
"13287","NY4404967",2,7,2,30
"13288","NY4410156",1,2,1,2844
"13289","NY4410817",1,2,1,30
"13290","NY4413766",1,4,1,30
"13291","NY4500166",3,11,3,91
"13292","NY4500167",4,18,1,91
"13293","NY4500186",1,3,1,2898
"13294","NY4501802",1,3,1,2714
"13295","NY4501821",1,4,1,1095
"13296","NY4501824",4,16,1,91
"13297","NY4502582",1,3,1,91
"13298","NY4510771",1,2,1,2425
"13299","NY4514010",1,4,1,364
"13300","NY4515414",4,14,1,91
"13301","NY4522605",5,18,2,91
"13302","NY4523020",3,9,1,91
"13303","NY4530036",1,2,1,29
"13304","NY4530065",1,3,1,1095
"13305","NY4530179",1,3,1,2623
"13306","NY4530235",1,3,1,2439
"13307","NY4530252",16,62,2,364
"13308","NY4530259",1,3,1,30
"13309","NY4530261",1,3,1,3109
"13310","NY4530267",2,7,1,91
"13311","NY4600064",22,45,1,91
"13312","NY4630017",8,7,2,1101
"13313","NY4700093",5,15,1,91
"13314","NY4700101",1,5,1,89
"13315","NY4701520",3,7,3,1467
"13316","NY4701524",1,4,1,1314
"13317","NY4710774",1,3,1,30
"13318","NY4711012",1,3,1,29
"13319","NY4719935",1,5,1,1497
"13320","NY4730040",1,3,1,90
"13321","NY4730048",6,3,1,91
"13322","NY4800728",1,4,1,1703
"13323","NY4801186",1,4,1,91
"13324","NY4801188",3,9,2,30
"13325","NY4814162",1,4,1,30
"13326","NY4814165",1,3,1,91
"13327","NY4830037",4,16,1,91
"13328","NY4900686",1,4,1,29
"13329","NY4901195",7,33,1,91
"13330","NY4930023",1,3,1,30
"13331","NY5000659",1,3,1,1754
"13332","NY5000665",1,1,1,29
"13333","NY5000755",9,18,1,91
"13334","NY5001208",1,4,1,90
"13335","NY5001215",1,4,1,29
"13336","NY5006019",1,1,1,29
"13337","NY5006127",1,4,1,32
"13338","NY5030067",1,4,1,30
"13339","NY5030090",1,1,1,29
"13340","NY5030091",2,2,1,91
"13341","NY5105656",1,3,1,30
"13342","NY5114321",1,3,1,364
"13343","NY5119694",1,2,1,340
"13344","NY5120183",2,6,2,364
"13345","NY5120191",1,3,1,29
"13346","NY5120498",1,3,1,88
"13347","NY5120929",1,3,1,91
"13348","NY5121104",3,9,2,882
"13349","NY5121505",1,3,1,90
"13350","NY5121858",1,3,1,90
"13351","NY5121859",1,3,1,30
"13352","NY5121885",1,3,1,364
"13353","NY5130051",1,3,1,89
"13354","NY5130057",1,3,1,91
"13355","NY5130145",1,3,1,90
"13356","NY5130146",1,2,1,90
"13357","NY5130166",1,3,1,30
"13358","NY5130196",2,6,2,90
"13359","NY5130198",1,3,1,30
"13360","NY5130209",1,3,1,29
"13361","NY5130219",1,3,1,30
"13362","NY5201348",8,16,1,91
"13363","NY5201351",1,2,1,29
"13364","NY5201442",1,2,1,91
"13365","NY5202725",2,4,1,1775
"13366","NY5203329",1,2,1,90
"13367","NY5203337",2,4,2,91
"13368","NY5203352",1,2,1,664
"13369","NY5206623",1,2,1,30
"13370","NY5206941",1,2,1,30
"13371","NY5207034",1,2,1,636
"13372","NY5207350",1,2,1,1085
"13373","NY5207397",1,2,1,662
"13374","NY5207545",2,4,2,722
"13375","NY5214440",1,2,1,704
"13376","NY5214669",1,2,1,30
"13377","NY5214927",1,2,1,30
"13378","NY5219219",1,2,1,729
"13379","NY5219649",1,2,1,30
"13380","NY5230059",1,2,1,29
"13381","NY5230180",1,2,1,981
"13382","NY5230189",1,2,1,1116
"13383","NY5230197",1,2,1,29
"13384","NY5230232",1,2,1,1123
"13385","NY5314754",1,2,1,3109
"13386","NY5404412",14,43,1,91
"13387","NY5404416",2,6,2,30
"13388","NY5501281",1,3,1,30
"13389","NY5502484",1,3,1,2197
"13390","NY5502495",1,3,1,2197
"13391","NY5503366",1,3,1,2893
"13392","NY5503374",2,5,2,30
"13393","NY5503382",7,17,2,91
"13394","NY5507413",1,3,1,30
"13395","NY5530040",7,18,1,91
"13396","NY5530231",1,3,1,30
"13397","NY5530234",1,3,1,30
"13398","NY5615205",1,5,1,2989
"13399","NY5700124",4,13,2,91
"13400","NY5701548",6,20,1,91
"13401","NY5701552",1,3,1,2289
"13402","NY5722961",1,3,1,2776
"13403","NY5730028",1,3,1,2775
"13404","NY5730066",2,6,1,91
"13405","NY5800669",1,2,1,2714
"13406","NY5801257",1,4,1,90
"13407","NY5830003",5,13,1,91
"13408","NY5830010",1,4,1,29
"13409","NY5903424",1,4,1,2013
"13410","NY5903429",1,3,1,2989
"13411","NY5903435",4,19,2,2989
"13412","NY5903437",2,8,1,30
"13413","NY5903441",1,2,1,30
"13414","NY5903449",1,4,1,30
"13415","NY5903461",3,7,1,91
"13416","NY5903465",1,4,1,2989
"13417","NY5903466",1,4,1,30
"13418","NY5903469",4,14,1,91
"13419","NY5903470",1,4,1,30
"13420","NY5903472",9,31,1,91
"13421","NY5903475",1,4,1,30
"13422","NY5903482",4,10,1,91
"13423","NY5903485",5,15,1,91
"13424","NY5903487",1,4,1,917
"13425","NY5903488",2,8,1,30
"13426","NY5903769",1,4,1,2013
"13427","NY5905657",2,8,1,91
"13428","NY5906656",1,4,1,30
"13429","NY5907674",2,7,1,30
"13430","NY5907720",1,1,1,1467
"13431","NY5912814",1,4,1,769
"13432","NY5916308",1,4,1,29
"13433","NY5918382",6,10,1,91
"13434","NY5918395",2,8,1,91
"13435","NY5921077",1,2,1,30
"13436","NY5930063",1,6,1,30
"13437","NY5930082",8,29,1,91
"13438","NY5930106",1,3,1,1741
"13439","NY5930116",1,4,1,30
"13440","NY5930123",3,6,1,30
"13441","NY5930126",2,6,2,1740
"13442","NY5930128",1,4,1,90
"13443","NY5930138",1,4,1,29
"13444","NY6000611",4,13,1,91
"13445","NY6000614",1,4,1,90
"13446","NY6011605",11,32,1,91
"13447","NY6012868",1,4,1,90
"13448","NY6017081",1,4,1,90
"13449","NY6018177",3,14,2,1095
"13450","NY6019078",3,10,1,91
"13451","NY6030004",1,5,1,29
"13452","NY6030009",4,9,1,91
"13453","NY6101261",4,15,1,91
"13454","NY6101265",3,10,1,91
"13455","NY6112886",2,6,1,30
"13456","NY6118506",5,19,2,30
"13457","NY6130005",1,4,1,30
"13458","NY6130022",1,5,1,29
"13459","NY6130048",1,3,1,29
"13460","NY6130050",1,3,1,90
"13461","OH0200112",5,15,1,91
"13462","OH0200811",2,8,2,89
"13463","OH0232312",1,5,1,30
"13464","OH0235412",1,4,1,1557
"13465","OH0254212",3,9,1,183
"13466","OH0254913",1,4,1,90
"13467","OH0254914",1,5,1,29
"13468","OH0336612",1,4,1,91
"13469","OH0341812",3,11,1,90
"13470","OH0400411",1,3,1,30
"13471","OH0400803",1,4,1,90
"13472","OH0401111",8,26,1,91
"13473","OH0431612",1,4,1,1109
"13474","OH0431812",1,4,1,1109
"13475","OH0432212",1,4,1,1109
"13476","OH0432312",1,4,1,1109
"13477","OH0432412",1,4,1,1109
"13478","OH0432912",1,4,1,1109
"13479","OH0433612",1,4,1,2441
"13480","OH0438012",1,4,1,1100
"13481","OH0444812",1,4,1,2275
"13482","OH0501214",7,26,1,91
"13483","OH0501812",2,7,1,91
"13484","OH0735012",2,9,2,1497
"13485","OH0735022",3,11,3,1497
"13486","OH0800811",2,8,1,30
"13487","OH0939713",2,7,1,1557
"13488","OH0939718",1,5,1,29
"13489","OH1000412",1,5,1,3033
"13490","OH1000612",2,9,2,30
"13491","OH1031712",2,6,1,91
"13492","OH1032512",1,3,1,91
"13493","OH1035712",1,4,1,1862
"13494","OH1039312",3,11,1,90
"13495","OH1039612",1,3,1,90
"13496","OH1041712",1,2,1,91
"13497","OH1042012",3,14,2,2013
"13498","OH1101312",3,11,1,91
"13499","OH1130512",1,5,1,30
"13500","OH1204312",3,9,1,91
"13501","OH1204912",5,18,1,91
"13502","OH1240112",1,4,1,90
"13503","OH1240822",1,2,1,2136
"13504","OH1247712",6,21,2,30
"13505","OH1249512",10,35,2,91
"13506","OH1252712",1,5,1,30
"13507","OH1253212",2,9,2,684
"13508","OH1300011",1,4,1,91
"13509","OH1301411",1,4,1,90
"13510","OH1432112",4,10,1,91
"13511","OH1501212",1,5,1,30
"13512","OH1501412",2,7,1,91
"13513","OH1502612",1,4,1,2776
"13514","OH1502712",1,4,1,89
"13515","OH1502812",4,14,1,91
"13516","OH1503012",1,5,1,2117
"13517","OH1503312",1,3,1,1246
"13518","OH1533912",1,2,1,1009
"13519","OH1544212",1,3,1,91
"13520","OH1547812",1,4,1,30
"13521","OH1551212",1,2,1,209
"13522","OH1558012",4,15,3,1681
"13523","OH1558112",2,4,2,418
"13524","OH1563112",3,10,1,91
"13525","OH1565612",1,5,1,314
"13526","OH1566112",1,3,1,91
"13527","OH1600811",1,4,1,30
"13528","OH1631112",1,4,1,30
"13529","OH1631212",1,3,1,1893
"13530","OH1632112",3,9,2,91
"13531","OH1636512",2,4,2,2105
"13532","OH1700211",4,14,1,91
"13533","OH1700612",3,10,1,91
"13534","OH1735712",2,8,1,91
"13535","OH1800111",1,4,1,90
"13536","OH1900714",1,4,1,29
"13537","OH1937412",1,3,1,91
"13538","OH1946212",1,3,1,1045
"13539","OH1947212",2,5,1,1130
"13540","OH1947512",1,2,1,91
"13541","OH2000111",22,73,2,180
"13542","OH2000903",21,67,1,91
"13543","OH2001003",4,14,1,91
"13544","OH2001103",3,10,1,91
"13545","OH2001203",28,96,1,91
"13546","OH2001303",4,14,1,91
"13547","OH2001403",23,76,1,91
"13548","OH2030812",6,19,1,91
"13549","OH2031412",1,3,1,91
"13550","OH2032412",3,9,2,91
"13551","OH2032912",1,5,1,30
"13552","OH2034312",2,7,2,91
"13553","OH2034412",1,3,1,91
